Agemos,L,M,S,P3,P10,P25,P50,P75,P90,P97
166.5,1.529810247,162.9161202,0.049333801,147.4022657,152.4354895,157.4461523,162.9161202,168.2904522,173.0508762,177.6828795
167.5,1.601219573,163.535045,0.049146553,147.9674393,153.0303654,158.0586697,163.535045,168.9032981,173.6486051,178.2575211
168.5,1.670433444,164.1418486,0.04894519,148.5284089,153.6181187,158.6614636,164.1418486,169.5021963,174.2312589,178.8164693
169.5,1.736995571,164.7352199,0.048730749,149.0841789,154.1975312,159.2532157,164.7352199,170.0859388,174.7977852,179.3588685
170.5,1.800483802,165.3139755,0.048504404,149.6337753,154.7674484,159.8327068,165.3139755,170.6534628,175.347281,179.8840066
171.5,1.860518777,165.8770715,0.048267442,150.1762526,155.3267913,160.3988301,165.8770715,171.2038574,175.8789961,180.3913154
172.5,1.916765525,166.4236087,0.04802123,150.7107013,155.874565,160.9505985,166.4236087,171.7363673,176.392334,180.8803698
173.5,1.968934444,166.9528354,0.047767192,151.2362566,156.4098665,161.4871507,166.9528354,172.2503918,176.8868489,181.3508837
174.5,2.016781776,167.4641466,0.047506783,151.7521046,156.9318906,162.0077536,167.4641466,172.7454817,177.3622413,181.8027041
175.5,2.060109658,167.9570814,0.047241456,152.2574887,157.4399327,162.5118031,167.9570814,173.2213335,177.8183499,182.2358034
176.5,2.098765817,168.4313175,0.04697265,152.7517151,157.9333914,162.9988222,168.4313175,173.6777819,178.2551431,182.6502694
177.5,2.132642948,168.8866644,0.046701759,153.2341567,158.4117685,163.4684575,168.8866644,174.1147899,178.6727081,183.0462946
178.5,2.16167779,169.3230548,0.046430122,153.7042563,158.8746672,163.9204738,169.3230548,174.5324388,179.0712394,183.4241646
179.5,2.185849904,169.7405351,0.046159004,154.1615288,159.3217901,164.3547479,169.7405351,174.9309165,179.4510272,183.7842466
180.5,2.205180153,170.139255,0.045889585,154.6055622,159.7529343,164.7712603,170.139255,175.310506,179.8124447,184.1269767
181.5,2.219728869,170.5194567,0.045622955,155.0360175,160.1679874,165.1700873,170.5194567,175.6715733,180.1559363,184.4528488
182.5,2.2295937,170.881464,0.045360101,155.452628,160.5669211,165.5513919,170.881464,176.0145556,180.4820061,184.7624031
183.5,2.234907144,171.2256717,0.045101913,155.8551976,160.9497852,165.9154147,171.2256717,176.3399504,180.791206,185.0562159
184.5,2.235833767,171.5525345,0.044849174,156.243598,161.3167006,166.2624644,171.5525345,176.648304,181.0841263,185.3348893
185.5,2.232567138,171.8625576,0.044602566,156.6177662,161.6678528,166.5929092,171.8625576,176.9402021,181.3613851,185.5990431
186.5,2.2253265,172.1562865,0.044362674,156.9777005,162.0034846,166.9071674,172.1562865,177.2162598,181.6236202,185.8493063
187.5,2.214353232,172.4342983,0.044129985,157.3234565,162.3238889,167.2056993,172.4342983,177.4771134,181.871481,186.0863109
188.5,2.199905902,172.6971935,0.043904897,157.6551432,162.6294022,167.4889986,172.6971935,177.7234122,182.1056218,186.3106859
189.5,2.182262864,172.9455898,0.043687723,157.9729166,162.9203983,167.7575872,172.9455898,177.9558135,182.3266957,186.5230505
190.5,2.161704969,173.180112,0.043478698,158.2769793,163.1972811,168.012004,173.180112,178.174973,182.5353493,186.7240141
191.5,2.138524662,173.4013896,0.043277987,158.5675712,163.4604795,168.2528029,173.4013896,178.381543,182.7322187,186.914169
192.5,2.113023423,173.6100518,0.043085685,158.8449655,163.7104424,168.4805469,173.6100518,178.5761676,182.9179257,187.0940877
193.5,2.085490286,173.8067179,0.042901835,159.1094689,163.9476322,168.6957988,173.8067179,178.7594756,183.093075,187.2643258
194.5,2.0562195,173.9919998,0.042726424,159.3614112,164.1725219,168.8991222,173.9919998,178.9320817,183.2582518,187.4254148
195.5,2.025496648,174.1664951,0.042559396,159.6011441,164.3855897,169.0910747,174.1664951,179.0945815,183.4140202,187.5778643
196.5,1.993598182,174.3307855,0.042400652,159.8290369,164.5873165,169.2722058,174.3307855,179.2475503,183.5609217,187.7221607
197.5,1.960789092,174.4854344,0.042250063,160.0454725,164.7781818,169.4430536,174.4854344,179.3915415,183.6994748,187.8587671
198.5,1.927320937,174.6309856,0.042107465,160.2508441,164.9586613,169.6041427,174.6309856,179.5270853,183.8301738,187.9881233
199.5,1.89343024,174.7679617,0.041972676,160.4455519,165.1292244,169.7559826,174.7679617,179.6546885,183.9534894,188.1106465
200.5,1.859337259,174.8968634,0.041845488,160.6300005,165.2903324,169.8990665,174.8968634,179.7748338,184.0698683,188.2267311
201.5,1.825245107,175.0181691,0.041725679,160.8045956,165.4424364,170.0338694,175.0181691,179.8879797,184.1797333,188.3367503
202.5,1.791339209,175.1323345,0.041613015,160.9697424,165.5859761,170.1608483,175.1323345,179.9945609,184.2834844,188.4410559
203.5,1.757787065,175.2397926,0.041507249,161.1258433,165.7213786,170.280441,175.2397926,180.0949883,184.3814989,188.5399798
204.5,1.724738292,175.340954,0.041408129,161.2732955,165.8490577,170.3930664,175.340954,180.1896498,184.4741322,188.6338345
205.5,1.692324905,175.4362071,0.041315398,161.4124903,165.9694129,170.4991239,175.4362071,180.278911,184.5617185,188.7229142
206.5,1.660661815,175.5259191,0.041228796,161.5438112,166.0828291,170.5989941,175.5259191,180.3631154,184.644572,188.8074955
207.5,1.629847495,175.6104358,0.04114806,161.6676329,166.1896765,170.6930385,175.6104358,180.4425858,184.7229873,188.8878386
208.5,1.599964788,175.690083,0.041072931,161.7843202,166.29031,170.7816002,175.690083,180.5176249,184.7972407,188.9641878
209.5,1.571081817,175.7651671,0.04100315,161.8942273,166.3850695,170.8650043,175.7651671,180.5885165,184.867591,189.0367727
