Agemos,L,M,S,P3,P10,P25,P50,P75,P90,P97
59.5,-3.344047622,15.15543107,0.083659478,13.35560679,13.82851587,14.39193532,15.15543107,16.13340121,17.30731682,18.94831604
60.5,-3.35007771,15.15188405,0.084300139,13.34252439,13.81725538,14.38345148,15.15188405,16.13843423,17.32657196,18.99615046
61.5,-3.352893805,15.14980479,0.0849682,13.33003322,13.80683773,14.37609125,15.14980479,16.14531133,17.34803218,19.04658918
62.5,-3.352691376,15.14916825,0.085662539,13.31814053,13.79725982,14.36984096,15.14916825,16.15399692,17.37165187,19.09956514
63.5,-3.34966438,15.14994984,0.086382035,13.3068531,13.78851848,14.3646872,15.14994984,16.16445581,17.39738575,19.15501183
64.5,-3.343998803,15.15212585,0.087125591,13.29617673,13.78061022,14.3606169,15.15212585,16.17665394,17.42518932,19.21286229
65.5,-3.335889574,15.15567186,0.087892047,13.28611805,13.77353197,14.35761687,15.15567186,16.19055603,17.45501735,19.27305261
66.5,-3.325522491,15.16056419,0.088680264,13.27668282,13.76728041,14.35567422,15.16056419,16.20612774,17.48682523,19.33551875
67.5,-3.31307846,15.16677947,0.089489106,13.26787651,13.76185216,14.35477623,15.16677947,16.22333502,17.52056863,19.40019747
68.5,-3.298732648,15.17429464,0.090317434,13.25970423,13.75724378,14.35491035,15.17429464,16.24214414,17.55620345,19.46702632
69.5,-3.282653831,15.18308694,0.091164117,13.25217076,13.75345175,14.35606415,15.18308694,16.26252167,17.5936859,19.53594365
70.5,-3.265003896,15.1931339,0.092028028,13.24528055,13.75047248,14.35822537,15.1931339,16.28443453,17.63297244,19.60688859
71.5,-3.245937506,15.20441335,0.092908048,13.23903773,13.74830229,14.36138186,15.20441335,16.30784995,17.67401984,19.67980103
72.5,-3.225606516,15.21690296,0.093803033,13.23344678,13.74693776,14.36552155,15.21690296,16.33273474,17.7167845,19.75462234
73.5,-3.204146115,15.2305815,0.094711916,13.22851054,13.74637473,14.37063258,15.2305815,16.35905747,17.7612244,19.83129333
74.5,-3.181690237,15.24542745,0.095633595,13.22423251,13.74660941,14.37670312,15.24542745,16.38678602,17.80729692,19.90975644
75.5,-3.158363475,15.26141966,0.096566992,13.22061564,13.74763782,14.38372148,15.26141966,16.41588887,17.85496,19.9899546
76.5,-3.134282833,15.27853728,0.097511046,13.21766256,13.74945586,14.39167606,15.27853728,16.44633482,17.90417191,20.07183146
77.5,-3.109557879,15.29675967,0.09846471,13.21537563,13.75205934,14.40055533,15.29675967,16.478093,17.95489128,20.15533137
78.5,-3.084290931,15.31606644,0.099426955,13.2137569,13.75544399,14.41034784,15.31606644,16.51113288,18.00707707,20.24039941
79.5,-3.058577292,15.33643745,0.100396769,13.21280815,13.7596054,14.42104223,15.33643745,16.54542424,18.06068861,20.32698132
80.5,-3.032505499,15.35785274,0.101373159,13.21253087,13.76453911,14.43262719,15.35785274,16.58093719,18.11568557,20.41502357
81.5,-3.0061576,15.38029261,0.10235515,13.2129263,13.7702405,14.44509148,15.38029261,16.61764214,18.17202801,20.5044733
82.5,-2.979609448,15.40373754,0.103341788,13.21399541,13.77670491,14.4584239,15.40373754,16.65550982,18.22967635,20.59527834
83.5,-2.952930993,15.42816819,0.104332139,13.2157389,13.78392751,14.4726133,15.42816819,16.69451128,18.28859138,20.68738721
84.5,-2.926186592,15.45356545,0.105325289,13.21815723,13.79190343,14.48764859,15.45356545,16.73461785,18.34873428,20.7807491
85.5,-2.899435307,15.47991037,0.106320346,13.22125062,13.80062765,14.50351871,15.47991037,16.77580119,18.4100666,20.8753139
86.5,-2.872731211,15.50718419,0.10731644,13.22501902,13.81009508,14.52021262,15.50718419,16.81803321,18.47255029,20.97103216
87.5,-2.846123683,15.53536829,0.108312721,13.22946217,13.82030049,14.53771933,15.53536829,16.86128616,18.53614768,21.06785511
88.5,-2.819657704,15.56444426,0.109308364,13.23457958,13.83123858,14.55602787,15.56444426,16.90553254,18.60082149,21.16573466
89.5,-2.793374145,15.5943938,0.110302563,13.24037052,13.84290393,14.57512728,15.5943938,16.95074515,18.66653485,21.2646234
90.5,-2.767310047,15.6251988,0.111294537,13.24683405,13.85529103,14.59500664,15.6251988,16.99689705,18.73325124,21.3644746
91.5,-2.741498897,15.65684126,0.112283526,13.25396902,13.86839426,14.61565502,15.65684126,17.04396158,18.80093458,21.46524221
92.5,-2.715970894,15.68930333,0.113268793,13.26177409,13.8822079,14.63706153,15.68930333,17.09191233,18.86954915,21.56688088
93.5,-2.690753197,15.7225673,0.114249622,13.27024769,13.89672614,14.65921526,15.7225673,17.14072316,18.93905963,21.66934595
94.5,-2.665870146,15.75661555,0.115225321,13.27938808,13.91194308,14.68210532,15.75661555,17.19036814,19.00943108,21.77259347
95.5,-2.641343436,15.79143062,0.116195218,13.28919334,13.9278527,14.70572083,15.79143062,17.24082164,19.08062897,21.87658015
96.5,-2.617192204,15.82699517,0.117158667,13.2996613,13.9444489,14.7300509,15.82699517,17.29205828,19.15261918,21.98126336
